date [mm-dd-yyyy]; recording company; matrix number; title; artist(s)
11-01-1927; Okeh; W81595; Na drabince; Władysław Ochrymowicz ; Teodozia Wendyczi
11-01-1927; Okeh; W81596; Murder in the first degree; Victoria Spivey
11-01-1927; Okeh; W81597; Jelly, look what you done done; Victoria Spivey
11-01-1927; Okeh; W81598; Your worries ain't like mine; Victoria Spivey
11-01-1927; Okeh; W81599; A good man is hard to find; Victoria Spivey
11-01-1927; Brunswick; E24987-E24988; El dinámico secretario; Orquesta Cubana de Brunswick
11-01-1927; Brunswick; E24989-E24990; Tus caricias; Orquesta Cubana de Brunswick
11-01-1927; Brunswick; E24991-E24992; Nunca; Orquesta Cubana de Brunswick
11-01-1927; Brunswick; E24993-E24995; The three kings; Collegiate Choir
11-01-1927; Brunswick; E24996-E24999; Fiddlin’ blues; Herman Timberg and Company
11-01-1927; Brunswick; E25000-E25003; Any time at all; Herman Timberg and Company
11-01-1927; Brunswick; E25004-E25006; Piedigrotta; Duo Colombo
11-01-1927; Brunswick; E25007-E25008; Napule è chino e femmena; Laura Colombo
11-01-1927; Brunswick; E25009-E25010; Signorno; Laura Colombo
11-01-1927; Brunswick; E25011-E25012; Il gabbetto ‘e a maruzzara; Duo Colombo
11-01-1927; Edison; 11999; The old town pump; Harry Reser ; Paul Rickenbach
11-01-1927; Edison; 18000; The clock and the banjo; Harry Reser ; Paul Rickenbach
11-01-1927; Edison; 18001; Sing me a baby song; Theo Alban ; Ernie Golden ; Hotel McAlpin Orchestra
11-01-1927; Edison; 18002; Dancing shadows; Ernie Golden ; Hotel McAlpin Orchestra
11-01-1927; Edison; 18003; Rose of Monterey; Theo Alban ; Ernie Golden ; Hotel McAlpin Orchestra
11-01-1927; Columbia (U.K.); WB1613; Core ingrato; Alfredo del Pelo
11-01-1927; Columbia (U.K.); WB1614; Amapola; Alfredo del Pelo
11-01-1927; Columbia (U.K.); WB1615; A francesa; Quartetto Alfredo del Pelo
11-01-1927; Columbia (U.K.); WB1616; El rosal; Quartetto Alfredo del Pelo
11-01-1927; Columbia (U.K.); WB1620; Who!; Quartetto Alfredo del Pelo
11-01-1927; Columbia (U.K.); WB1621; Mangia mangia papirusa; Quartetto Alfredo del Pelo
11-01-1927; Columbia (U.K.); WL736; Jérusalem; Marthe Nespoulous ; Georges van Parys
11-02-1927; Victor; BVE-40070; A handful of earth; Colin O'More
11-02-1927; Victor; BVE-40071; When it's moonlight in Mayo; Colin O'More
11-02-1927; Victor; BVE-40072; Killarney, my home o'er the sea; Colin O'More
11-02-1927; Victor; CVE-40536; Selections from Princess Pat; Victor Salon Group
11-02-1927; Victor; BVE-40537; We (My honey and me); Johnny Johnson ; Statler Pennsylvanians
11-02-1927; Victor; BVE-40538; In an oriental garden; Johnny Johnson ; Statler Pennsylvanians
11-02-1927; Victor; BVE-40681; Adoración; José Moriche ; Arturo Patiño
11-02-1927; Victor; BVE-40682; El bohemio elegante; José Moriche
11-02-1927; Victor; BVE-40683; Guabina chiquinquireña; Margarita Cueto ; Arturo Patiño
11-02-1927; Victor; BVE-40684; Dolah imigrantah; Michael Zazulak
11-02-1927; Victor; BVE-40685; Yak bym bolla ya zazoolew; Michael Zazulak
11-02-1927; Victor; BVE-40686; Ked mi pryshla kharta; Michael Zazulak
11-02-1927; Victor; BVE-40687; Hey, vi khloptzi sichoviey; Michael Zazulak
11-02-1927; Victor; BVE-40807; The song is ended (But the melody lingers on); Jesse Crawford
11-02-1927; Victor; BVE-40808; After I've called you sweetheart (How can I call you friend); Jesse Crawford
11-02-1927; Victor; BVE-40809; Mary (What are you waiting for?); Jesse Crawford
11-02-1927; Columbia; W144945; Polly; Constance Mering ; Muriel Pollock
11-02-1927; Columbia; W144946; Dainty miss; Constance Mering ; Muriel Pollock
11-02-1927; Columbia; W145069; Last night was the end of the world; Hugh Cross
11-02-1927; Columbia; W145070; Down where the cotton blossoms grow; Hugh Cross
11-02-1927; Columbia; W145071; The mansion of aching hearts; Hugh Cross
11-02-1927; Columbia; W145072; Where the morning glories twine around the door; Hugh Cross
11-02-1927; Columbia; W145073; Out in the pale moonlight; Arthur Tanner
11-02-1927; Columbia; W145074; My Bonnie's blue eyes; Arthur Tanner
11-02-1927; Columbia; W145075; Keep my grave clean; Arthur Tanner
11-02-1927; Columbia; W145076; The sailor boy; Arthur Tanner
11-02-1927; Columbia; W145077; My Carolina home; McMichen's Melody Men
11-02-1927; Columbia; W145078; When I walked the streets of gold; Roper's Mountain Singers
11-02-1927; Columbia; W145079; On the sea of life; Roper's Mountain Singers
11-02-1927; Columbia; W145080; The music of the old cow bell; Obed Pickard
11-02-1927; Columbia; W145081; Chinese blues; Obed Pickard
11-02-1927; Columbia; W145082; 'Neath the old apple tree; Bob Nichols ; Riley Puckett
11-02-1927; Columbia; W145083; The trail of the lonesome pine; Bob Nichols ; Riley Puckett
11-02-1927; Okeh; W81768; My blue heaven; Rube Bloom
11-02-1927; Okeh; W81769; Sapphire; Rube Bloom
11-02-1927; Okeh; W81770; The song is ended (But the melody lingers on); Irving Kaufman
11-02-1927; Okeh; W81771; Just a memory; Noel Taylor
11-02-1927; Brunswick; E25013-E25014; Salon Brunswick; Orquesta Típica [Ernesto Davagnino]
11-02-1927; Brunswick; E25015-E25016; La cumparsita; Orquesta Típica [Ernesto Davagnino]
11-02-1927; Brunswick; E25017-E25018; Recuerdo; Venerando Ochoa ; Genaro Veiga
11-02-1927; Brunswick; E25019-E25021; Skutchno, grustno mne devtchenke; Vera Smirnova
11-02-1927; Brunswick; E25022-E25024; Zabiti nejenija lobsanija; Vera Smirnova
11-02-1927; Brunswick; E25025-E25026; Ja milago uznaju po pohodke; Vera Smirnova
11-02-1927; Brunswick; E25027-E25028; Polosinka; Vera Smirnova
11-02-1927; Edison; 18004; An old guitar and an old refrain; Frederick Kinsley
11-02-1927; Edison; 18005; Song of the wanderer; Frederick Kinsley
11-02-1927; Gramophone; BK2468; Sarba lui Costică; Orchestra Jean Marcu
11-02-1927; Gramophone; BD4875; Miniera; Daniele Serra
11-02-1927; Gennett; 13192; Pipe organ test; Pipe organist (unidentified; Gennett Records)
11-02-1927; Gennett; 13193; Pipe organ test; Pipe organist (unidentified; Gennett Records)
11-02-1927; Gennett; 13194; Pipe organ test; Pipe organist (unidentified; Gennett Records)
11-02-1927; Gennett; 13195; Pipe organ test; Pipe organist (unidentified; Gennett Records)
11-02-1927; Gennett; 13196; Pipe organ test; Pipe organist (unidentified; Gennett Records)
11-02-1927; Gennett; 13197; Pipe organ test; Pipe organist (unidentified; Gennett Records)
11-02-1927; Plaza; 7596; The hours I spent with you; Harold Lambert
11-02-1927; Plaza; 7597; The song is ended (But the melody lingers on); Scrappy Lambert
11-02-1927; Plaza; 7598; Come on along; Harold Lambert
11-02-1927; Columbia (U.K.); WBX174; Semiramide: sinfonia, 1a parte; Lorenzo Molajoli ; Teatro alla Scala Orchestra
11-02-1927; Columbia (U.K.); WBX175; Semiramide: sinfonia, 2a parte; Lorenzo Molajoli ; Teatro alla Scala Orchestra
11-02-1927; Columbia (U.K.); WBX180; Sparge un amaro pianto; Maria Gentile
11-02-1927; Columbia (U.K.); WBX182; Semiramide: sinfonia, 3a parte; Lorenzo Molajoli ; Teatro alla Scala Orchestra
11-02-1927; Columbia (U.K.); WB1622; Me piaceno 'e maccarune; Quartetto Alfredo del Pelo
11-02-1927; Columbia (U.K.); WB1623; Dinah; Quartetto Alfredo del Pelo
11-02-1927; Columbia (U.K.); WB1624; Funiculì funiculà; Alfredo del Pelo
11-02-1927; Columbia (U.K.); WB1625; Pampirolade; Alfredo del Pelo
11-02-1927; Columbia (U.K.); WB1626; Nina nanna delle dodici mamme; Alfredo del Pelo
11-02-1927; Columbia (U.K.); WB1627; El relicario; Alfredo del Pelo
11-02-1927; Columbia (U.K.); WB1628; Trastevere; Alfredo del Pelo
11-02-1927; Columbia (U.K.); WB1629; Cara signorina; Alfredo del Pelo
11-03-1927; Victor; BVE-17124; 'O sole mio; Enrico Caruso
11-03-1927; Victor; BVE-23138; A vucchella; Enrico Caruso
11-03-1927; Victor; CVE-39382; The greeting of the whistleboys; Arthur Hall ; Carson Robison
11-03-1927; Victor; CVE-39383; The whistleboys' record; Arthur Hall ; Carson Robison
11-03-1927; Victor; BVE-40539; There's a cradle in Carolina; Nathaniel Shilkret ; Victor Orchestra
11-03-1927; Victor; BVE-40540; I never dreamed; International Novelty Orchestra
11-03-1927; Victor; BVE-40541; Dancing tambourine; Pauline Alpert
11-03-1927; Victor; BVE-40542; Doll dance; Pauline Alpert
11-03-1927; Victor; BVE-40688; Tus ojos ingrata; José Moriche
11-03-1927; Victor; BVE-40689; ¿Que nos importa?; Margarita Cueto ; Arturo Patiño
11-03-1927; Victor; [Trial 1927-11-03-01]; The lullaby; Buck and Bubbles
11-03-1927; Victor; [Trial 1927-11-03-02]; Swinging vine; Ralph L. Grosvenor
11-03-1927; Columbia; 144949; Who knows?; Frank Farrell ; Greenwich Village Inn Orchestra
11-03-1927; Columbia; 144950; Fair co-ed; Frank Farrell ; Greenwich Village Inn Orchestra
11-03-1927; Columbia; 144951; The song is ended (But the melody lingers on); Frank Farrell ; Greenwich Village Inn Orchestra
11-03-1927; Columbia; W144952; I ain't got nobody (And nobody cares for me); Ruth Etting
11-03-1927; Columbia; W144953; Blue river; Ruth Etting
11-03-1927; Columbia; W145084; Curley-headed woman; Richard Burnett ; Leonard Rutherford
11-03-1927; Columbia; W145085; Ramblin' reckless hobo; Richard Burnett ; Leonard Rutherford
11-03-1927; Columbia; W145086; Willie Moore; Richard Burnett ; Leonard Rutherford
11-03-1927; Columbia; W145087; All night long blues; Richard Burnett ; Leonard Rutherford
11-03-1927; Columbia; W145088; Ladies on the steamboat; Richard Burnett ; Leonard Rutherford
11-03-1927; Columbia; W145089; Billy in the low ground; Richard Burnett ; Leonard Rutherford
11-03-1927; Columbia; W145090; In the shade of the old apple tree; Bob Nichols ; Riley Puckett
11-03-1927; Columbia; W145091; Red River Valley; Hugh Cross ; Riley Puckett
11-03-1927; Columbia; W145092; When you wore a tulip; Hugh Cross ; Riley Puckett
11-03-1927; Columbia; W145093; Lorena; Hugh Cross
11-03-1927; Columbia; W145094; In the evening; Hugh Cross
11-03-1927; Columbia; W145095; Dixie waltz; Dixie String Band
11-03-1927; Columbia; W145096; Aldora waltz; Dixie String Band
11-03-1927; Columbia; W145097; Dear old pal of mine; Kenny Sargent
11-03-1927; Columbia; W145098; Call me back, pal o' mine; Kenny Sargent
11-03-1927; Okeh; W81772; Blue baby (Why are you blue?); Goofus Five
11-03-1927; Okeh; W81773; (Make my cot) Where the cot-cot-cotton grows; Goofus Five
11-03-1927; Okeh; W81774; Is she my girl friend? (How-de-ow-dow!); Goofus Five
11-03-1927; Okeh; W81775; What can a poor fellow do?; Duke Ellington Orchestra
11-03-1927; Okeh; W81776; Black and tan fantasy; Duke Ellington Orchestra
11-03-1927; Okeh; W81777; Chicago stomp down; The Chicago Footwarmers [Duke Ellington Orchestra]
11-03-1927; Brunswick; [E25047a]; [No titles shown]; Alfredo Bascetta ; Giuseppe Godono
11-03-1927; Brunswick; E25029-E25031; Muñequita; Los Castilians
11-03-1927; Brunswick; E25032-E25034; Pecado de amor; Los Castilians
11-03-1927; Brunswick; E25035-E25037; Nunca; Pilar Arcos ; Carlos Mejía
11-03-1927; Brunswick; E25038-E25040; Madrecita! Yo me muero; Pilar Arcos
11-03-1927; Brunswick; E25041-E25043; Shepherds’ Christmas song; Collegiate Choir
11-03-1927; Brunswick; E25044-E25047; For unto us a child is born; Collegiate Choir
11-03-1927; Edison; 18006; The song is ended (But the melody lingers on); Will Donaldson ; J. Donald Parker
11-03-1927; Edison; 18007; The song is ended (But the melody lingers on); Jack Stillman Orchestra
11-03-1927; Edison; 18008; The sweetheart of Sigma Chi; Jack Stillman Orchestra
11-03-1927; Gramophone; BD4884; Lolita; Daniele Serra
11-03-1927; Gramophone; BD4886; Amor gitano; Daniele Serra
11-03-1927; Gramophone; BD4889; Noé; Daniele Serra
11-03-1927; Gramophone; Bb11759; Prélude in B minor; Vladimir de Pachmann
11-03-1927; Gramophone; Bb11761; Prélude in E minor; Vladimir de Pachmann
11-03-1927; Gennett; 13198; The beggar; Harold Ross and his Southerners [Marion McKay Orchestra]
11-03-1927; Gennett; 13199; Tell me, little Daisy; Marion McKay Orchestra
11-03-1927; Plaza; 7599; Gwine to Africa; Miller & Lyles
11-03-1927; Columbia (U.K.); WBX183; Ave, signor; Nazzareno De Angelis
11-03-1927; Columbia (U.K.); WB1632; Sinfonia, parte I; Grande Orchestra Sinfonica di Milano ; Lorenzo Molajoli
11-03-1927; Columbia (U.K.); WB1633; Sinfonia, parte II; Grande Orchestra Sinfonica di Milano ; Lorenzo Molajoli
11-03-1927; Columbia (U.K.); WB1634; Sinfonia, parte III; Grande Orchestra Sinfonica di Milano ; Lorenzo Molajoli
11-03-1927; Columbia (U.K.); WB1635; Sinfonia, parte I; Lorenzo Molajoli ; Teatro alla Scala Orchestra
11-04-1927; Victor; BVE-40543; El guatecano; Orquesta Internacional
11-04-1927; Victor; BVE-40544; Gil Blas; Orquesta Internacional
11-04-1927; Victor; BVE-40545; The Black Jacks; George LeMaire ; Rex Van
11-04-1927; Victor; BVE-40546; The Black Jacks; George LeMaire ; Rex Van
11-04-1927; Victor; BVE-40690; Way back when; Pennsylvanians ; Fred Waring
11-04-1927; Victor; BVE-40691; Gitana; José Moriche
11-04-1927; Victor; BVE-40692; Bajo la luna; José Moriche
11-04-1927; Victor; BVE-40693; Cuatro preguntas; José Moriche ; Arturo Patiño
11-04-1927; Victor; BVE-40694; There's a cradle in Carolina; Waring's Penn State's Men
11-04-1927; Victor; BVE-40695; Under the moon; Waring's Penn State's Men
11-04-1927; Columbia; W144954; A rhythmic dream; Fletcher Henderson's Orchestra
11-04-1927; Columbia; W144955; Hop off; Fletcher Henderson's Orchestra
11-04-1927; Columbia; W144956; Empty arms; Andy Razaf
11-04-1927; Columbia; W144957; All the world is lonely (For a little blackbird); Andy Razaf
11-04-1927; Columbia; W145099; Aloha oe; McMichen's Melody Men
11-04-1927; Columbia; W145100; The Missouri waltz; McMichen's Melody Men
11-04-1927; Columbia; W145101; Darling Nellie Gray; McMichen's Melody Men
11-04-1927; Columbia; W145102; Fifty years ago; McMichen's Melody Men
11-04-1927; Columbia; W145103; Jealous hearted blues; Charley Lincoln
11-04-1927; Columbia; W145104; Hard luck blues; Charley Lincoln
11-04-1927; Columbia; W145105; Mojoe blues; Charley Lincoln
11-04-1927; Columbia; W145106; My wife drove me from my door; Charley Lincoln
11-04-1927; Columbia; W145107; Country breakdown; Charley Lincoln
11-04-1927; Columbia; W145108; Chain gang trouble; Charley Lincoln
11-04-1927; Columbia; W145109; Breeze; Riley Puckett
11-04-1927; Columbia; W145110; All bound 'round with the Mason-Dixon Line; Riley Puckett
11-04-1927; Columbia; W145111; M-o-t-h-e-r; Riley Puckett
11-04-1927; Columbia; W145112; Chattanooga blues; Austin Allen ; Lee Allen
11-04-1927; Columbia; W145113; Coal mine blues; Austin Allen ; Lee Allen
11-04-1927; Columbia; W145114; Beaver cap; Austin Allen ; Lee Allen
11-04-1927; Columbia; W145115; Laughin' and cryin' blues; Austin Allen ; Lee Allen
11-04-1927; Columbia; W145116; Down the trail to home, sweet home; Kenny Sargent
11-04-1927; Columbia; W145117; My buddy; Kenny Sargent
11-04-1927; Okeh; W81778; Stornelli trecenteschi; Raoul Romito
11-04-1927; Okeh; W81779; Facciuzza bedda; Paolo Dones
11-04-1927; Okeh; W81780; L'addio del terero; Raoul Romito
11-04-1927; Okeh; W81781; La moda; Paolo Dones
11-04-1927; Okeh; W81782; Nie mam czem; Władysław Ochrymowicz
11-04-1927; Okeh; W81783; Greenhorn; Władysław Ochrymowicz
11-04-1927; Okeh; W81784; Krakowiak; Trójka Pijacka
11-04-1927; Okeh; W81785; Ten co może; Trójka Pijacka
11-04-1927; Okeh; W81786; May we meet again (Florence Mills); Eva Taylor
11-04-1927; Okeh; W81787; She's gone to join the song-birds in heaven; Eva Taylor
11-04-1927; Brunswick; E25048-E25051; It was only a sunshower; Kenn Sisson Orchestra
11-04-1927; Brunswick; E25052-E25055; Whether it rains—whether it shines; Kenn Sisson Orchestra
11-04-1927; Brunswick; E25056-E25057; Amapola; Grace Narciso ; Tito Vuolo
11-04-1927; Brunswick; E25058-E25059; O crapariello e’a lavannara; Grace Narciso ; Tito Vuolo
11-04-1927; Brunswick; E25060-E25061; ‘O Vesuvio e Mungibeddu; Grace Narciso ; Tito Vuolo
11-04-1927; Brunswick; E25062-E25063; La morte dello zio; Grace Narciso ; Tito Vuolo
11-04-1927; Brunswick; XE25064-XE25066; Christmas in Sicily; Frank Black
11-04-1927; Edison; 18009; Rhapsody in blue; Edisonians
11-04-1927; Edison; 18010; Rhapsody in blue; Edisonians
11-04-1927; Edison; 18011; Among my souvenirs; Charles Harrison
11-04-1927; Edison; 18012; When shadows fall (O'er the canyon wall); Ernest Davis
11-04-1927; Gennett; 13200; Don't take my darling boy away; David Miller
11-04-1927; Gennett; 13201; Sweet Floetta; David Miller
11-04-1927; Gennett; 13202; Many times with you I've wandered; David Miller
11-04-1927; Gennett; 13203; A little child shall lead them; David Miller
11-04-1927; Gennett; 13204; Give my love to Nellie, Jack; David Miller
11-04-1927; Gennett; 13205; Down where the Swanee River flows; David Miller
11-04-1927; Gennett; 13206; My little girl; David Miller
11-04-1927; Gennett; 13207; You'll find her with the angels; David Miller
11-04-1927; Gennett; 13208; Uncle Sammy; David Miller
11-04-1927; Plaza; 7600; Moneyless debts; Aubrey L. Lyles ; Flournoy E. Miller
11-04-1927; Plaza; 7601; (Make my cot) Where the cot-cot cotton grows; Harry Reser’s Orchestra ; Tom Stacks
11-04-1927; Plaza; 7602; Is she my girl friend? (How-de-ow-dow!); Harry Reser’s Orchestra
11-04-1927; Plaza; 7605; Christmas chimes; Adrian Schubert's Concert Orchestra
11-04-1927; Columbia (U.K.); WBX188; Aria del fischio; Nazzareno De Angelis
11-04-1927; Columbia (U.K.); WBX189; Viva Bacco; Nazzareno De Angelis
11-05-1927; Victor; BVE-39384; The island of love; Mrs. L. M. Cramp
11-05-1927; Victor; BVE-39385; The ships of Arcady; Mrs. L. M. Cramp
11-05-1927; Victor; BVE-39386; The brook; Mrs. L. M. Cramp
11-05-1927; Victor; BVE-40810; L'eco incantevole; Quintetto Serpone
11-05-1927; Victor; BVE-40811; Sognando a te; Quintetto Serpone
11-05-1927; Victor; BVE-40812; La gran vía : Valzer; Quintetto Serpone
11-05-1927; Victor; BVE-40813; Sincerità; Quintetto Serpone
11-05-1927; Victor; [Trial 1927-11-05-01]; Oh! Look at that baby; Gertrude Newman
11-05-1927; Victor; [Trial 1927-11-05-02]; Our bungalow of dreams; Gertrude Newman
11-05-1927; Columbia; W144958; Finders keepers (Losers weepers); Columbians ; Frank Harris
11-05-1927; Columbia; W144959; There'll always be room for you; Columbians
11-05-1927; Columbia; W145118; Walking home with Jesus; P. H. Ashworth
11-05-1927; Columbia; W145119; Come on board the ship of glory; P. H. Ashworth
11-05-1927; Columbia; W145120; I want to go there, don't you; Blue Ridge Singers
11-05-1927; Columbia; W145121; Glory is now rising in my soul; Blue Ridge Singers
11-05-1927; Columbia; W145122; On the banks of the Ohio; Clarence Greene
11-05-1927; Columbia; W145123; Fond affection; Clarence Greene
11-05-1927; Columbia; W145124; Beautiful home somewhere; Deal Family
11-05-1927; Columbia; W145125; Twill all be glory over there; Deal Family
11-05-1927; Columbia; W145126; Oh! Come; Deal Family
11-05-1927; Columbia; W145127; I'm on my way to glory; Deal Family
11-05-1927; Columbia; W145128; He's coming again; Deal Family
11-05-1927; Columbia; W145129; Joy among the angels; Deal Family
11-05-1927; Columbia; W145130; Let's be sweethearts again; Smith and Dyal
11-05-1927; Columbia; W145131; I love you best of all; Smith and Dyal
11-05-1927; Columbia; W145132; Thinkin' funny blues; Barbecue Bob
11-05-1927; Columbia; W145133; My mistake blues; Barbecue Bob
11-05-1927; Columbia; W145134; Motherless chile blues; Barbecue Bob
11-05-1927; Columbia; W145135; How long pretty mama; Barbecue Bob
